"","X1","Herbatio","Micro-habitat","Genus","species","notes","Habitat_groups"
"270",270,"ULTUNENSIS","5 Silva Regia","Hypnum","cupressiforme",NA,"Silva"
"271",271,"ULTUNENSIS","5 Silva Regia","Hypnum","taxifolium",NA,"Silva"
"272",272,"ULTUNENSIS","5 Silva Regia","Hypnum","triquetrum",NA,"Silva"
"273",273,"ULTUNENSIS","5 Silva Regia","Hypnum","Bryoides",NA,"Silva"
"274",274,"ULTUNENSIS","5 Silva Regia","Hypnum","purum",NA,"Silva"
"275",275,"ULTUNENSIS","5 Silva Regia","Hypnum","Crista castrenfis",NA,"Silva"
"276",276,"ULTUNENSIS","5 Silva Regia","Hypnum","proliferum",NA,"Silva"
"277",277,"ULTUNENSIS","5 Silva Regia","Hypnum","parietinum",NA,"Silva"
"278",278,"ULTUNENSIS","5 Silva Regia","Hypnum","abietinum",NA,"Silva"
"279",279,"ULTUNENSIS","5 Silva Regia","Hypnum","curtipendulum",NA,"Silva"
"280",280,"ULTUNENSIS","5 Silva Regia","Lichen","caninus",NA,"Silva"
"281",281,"ULTUNENSIS","5 Silva Regia","Lichen","venosus",NA,"Silva"
"282",282,"ULTUNENSIS","5 Silva Regia","Lichen","hirtus",NA,"Silva"
"283",283,"ULTUNENSIS","5 Silva Regia","Lichen","juniperinus",NA,"Silva"
"284",284,"ULTUNENSIS","5 Silva Regia","Lichen","plicatus",NA,"Silva"
"285",285,"ULTUNENSIS","5 Silva Regia","Jungermannia","ciliaris",NA,"Silva"
"286",286,"ULTUNENSIS","6 Fons Sandwiksensis","Hippuris","vulgaris",NA,"Fluvius"
"287",287,"ULTUNENSIS","6 Fons Sandwiksensis","Veronica","Beccabunga",NA,"Fluvius"
"288",288,"ULTUNENSIS","6 Fons Sandwiksensis","Ranunculus","aquaticus",NA,"Fluvius"
"289",289,"ULTUNENSIS","6 Fons Sandwiksensis","Hypnum","aduncum",NA,"Fluvius"
"290",290,"ULTUNENSIS","6 Fons Sandwiksensis","TuffiIago","Farfara",NA,"Fluvius"
"291",291,"ULTUNENSIS","6 Fons Sandwiksensis","Mnium","fontanum",NA,"Fluvius"
"292",292,"ULTUNENSIS","6 Fons Sandwiksensis","Mnium","palustre",NA,"Fluvius"
"293",293,"ULTUNENSIS","7 Ultuna","Stratiotes","Aloides",NA,"Rusticus"
"294",294,"ULTUNENSIS","7 Ultuna","Hydrocharis","Morsus ranae",NA,"Rusticus"
"295",296,"ULTUNENSIS","9 Liljeholmen","Asperula","tinctoria",NA,"Rusticus"
"296",297,"ULTUNENSIS","9 Liljeholmen","Hypericum","hirsutum",NA,"Rusticus"
"297",298,"ULTUNENSIS","9 Liljeholmen","Lobelia","Dortmanna",NA,"Rusticus"
"298",299,"ULTUNENSIS","9 Liljeholmen","Sisymbrium","aquaticum",NA,"Rusticus"
"299",300,"ULTUNENSIS","9 Liljeholmen","Phlalaris","arundinacea",NA,"Rusticus"
"300",301,"ULTUNENSIS","9 Liljeholmen","Statice","Armeria",NA,"Rusticus"
"301",302,"HAGENSIS","1Tecta Upsaliensia","Bromus","tectorum",NA,"Urbis"
"302",303,"HAGENSIS","1Tecta Upsaliensia","Sedum","Telephium",NA,"Urbis"
"303",304,"HAGENSIS","1Tecta Upsaliensia","Sedium","acre",NA,"Urbis"
"304",305,"HAGENSIS","1Tecta Upsaliensia","Bryum","rurale",NA,"Urbis"
"305",306,"HAGENSIS","1Tecta Upsaliensia","Sisymbrium","Sophia",NA,"Urbis"
"306",307,"HAGENSIS","1Tecta Upsaliensia","Crepis","tectorum",NA,"Urbis"
"307",308,"HAGENSIS","1Tecta Upsaliensia","Viola","bicolor",NA,"Urbis"
"308",309,"HAGENSIS","2 Agri Upsalieness","Agrostis","Spica venti",NA,"Agros"
"309",310,"HAGENSIS","2 Agri Upsalieness","Bromus","secalinus",NA,"Agros"
"310",311,"HAGENSIS","2 Agri Upsalieness","Vicia","Cracca",NA,"Agros"
"311",312,"HAGENSIS","2 Agri Upsalieness","Triticum","repens",NA,"Agros"
"312",313,"HAGENSIS","2 Agri Upsalieness","Veronica","arvensis",NA,"Agros"
"313",314,"HAGENSIS","2 Agri Upsalieness","Veronica","agrestis",NA,"Agros"
"314",315,"HAGENSIS","2 Agri Upsalieness","Lycopsis","arvensis",NA,"Agros"
"315",316,"HAGENSIS","2 Agri Upsalieness","Lithospermum","arvense",NA,"Agros"
"316",317,"HAGENSIS","2 Agri Upsalieness","Spergula","arvensis",NA,"Agros"
"317",318,"HAGENSIS","2 Agri Upsalieness","Sinapis","arvensis",NA,"Agros"
"318",319,"HAGENSIS","2 Agri Upsalieness","Thlaspi","arvense",NA,"Agros"
"319",320,"HAGENSIS","2 Agri Upsalieness","Thlaspi","Bursa pastoris",NA,"Agros"
"320",321,"HAGENSIS","2 Agri Upsalieness","Erysimum","Cheiranthoides",NA,"Agros"
"321",322,"HAGENSIS","2 Agri Upsalieness","Myagrum","sativum",NA,"Agros"
"322",323,"HAGENSIS","2 Agri Upsalieness","Lamium","amplexicaule",NA,"Agros"
"323",324,"HAGENSIS","2 Agri Upsalieness","Chenopodium","album",NA,"Agros"
"324",325,"HAGENSIS","2 Agri Upsalieness","Conium","maculatum",NA,"Agros"
"325",326,"HAGENSIS","2 Agri Upsalieness","Convolvulus","Polygonum",NA,"Agros"
"326",327,"HAGENSIS","2 Agri Upsalieness","Convolvulus","arvensis",NA,"Agros"
"327",328,"HAGENSIS","2 Agri Upsalieness","Polygonum","Persicaria",NA,"Agros"
"328",329,"HAGENSIS","2 Agri Upsalieness","Polygonun","amphibium",NA,"Agros"
"329",330,"HAGENSIS","2 Agri Upsalieness","Agrostema","Githago",NA,"Agros"
"330",331,"HAGENSIS","2 Agri Upsalieness","Delphinium","Consolida",NA,"Agros"
"331",332,"HAGENSIS","2 Agri Upsalieness","Fumaria","officinalis",NA,"Agros"
"332",333,"HAGENSIS","2 Agri Upsalieness","Ervum","hirsutum",NA,"Agros"
"333",334,"HAGENSIS","2 Agri Upsalieness","Anthemis","arvensis",NA,"Agros"
"334",335,"HAGENSIS","2 Agri Upsalieness","Centaurea","Cyanus",NA,"Agros"
"335",336,"HAGENSIS","2 Agri Upsalieness","Sonchus","arvensis",NA,"Agros"
"336",337,"HAGENSIS","2 Agri Upsalieness","Serratula","arvensis",NA,"Agros"
"337",338,"HAGENSIS","2 Agri Upsalieness","Carduus","crispus",NA,"Agros"
"338",339,"HAGENSIS","2 Agri Upsalieness","Artemisia","vulgaris",NA,"Agros"
"339",340,"HAGENSIS","3 Versurae Agrorum","Bromus","arvensis",NA,"Agros"
"340",341,"HAGENSIS","3 Versurae Agrorum","Cynosurus","glomeratus",NA,"Agros"
"341",342,"HAGENSIS","3 Versurae Agrorum","Lolium","perenne",NA,"Agros"
"342",343,"HAGENSIS","3 Versurae Agrorum","Plantago","lanccolata",NA,"Agros"
"343",344,"HAGENSIS","3 Versurae Agrorum","Tordylium","Anthriscus",NA,"Agros"
"344",345,"HAGENSIS","3 Versurae Agrorum","Papaver","Rhoeas",NA,"Agros"
"345",346,"HAGENSIS","3 Versurae Agrorum","Potentilla","repens",NA,"Agros"
"346",347,"HAGENSIS","3 Versurae Agrorum","Thlaspi","campeftre",NA,"Agros"
"347",348,"HAGENSIS","3 Versurae Agrorum","Achillea","Millefolium",NA,"Agros"
"348",349,"HAGENSIS","3 Versurae Agrorum","Anchusa","officinalis",NA,"Agros"
"349",350,"HAGENSIS","4 Saltus Rickombergensis","Aira","flexuosa",NA,"Silva"
"350",351,"HAGENSIS","4 Saltus Rickombergensis","Nardus","stricta",NA,"Silva"
"351",352,"HAGENSIS","4 Saltus Rickombergensis","Erica","vulgaris",NA,"Silva"
"352",353,"HAGENSIS","4 Saltus Rickombergensis","Spergula","nodosa",NA,"Silva"
"353",354,"HAGENSIS","4 Saltus Rickombergensis","Lichen","subulatus",NA,"Silva"
"354",355,"HAGENSIS","4 Saltus Rickombergensis","Lichen","cornutus",NA,"Silva"
"355",356,"HAGENSIS","5 Prataflogstadensia & Hagensia","Scirpus","palustris",NA,"Pratum"
"356",357,"HAGENSIS","5 Prataflogstadensia & Hagensia","Arundo","phragmites",NA,"Pratum"
"357",358,"HAGENSIS","5 Prataflogstadensia & Hagensia","Getiana","amarella",NA,"Pratum"
"358",359,"HAGENSIS","5 Prataflogstadensia & Hagensia","Lotus","corniculata",NA,"Pratum"
"359",360,"HAGENSIS","6 Rivulus","Cardamine","amara",NA,"Fluvius"
"360",361,"HAGENSIS","6 Rivulus","Poramogeton","natans",NA,"Fluvius"
"361",362,"HAGENSIS","6 Rivulus","Frontinalis","antipyretica",NA,"Fluvius"
"362",363,"HAGENSIS","6 Rivulus","Tremella","verrucosa",NA,"Fluvius"
"363",364,"HAGENSIS","7 Haga","Crataeus","Aira",NA,"Rusticus"
"364",365,"HAGENSIS","7 Haga","Euphrasia","Odontites",NA,"Rusticus"
"365",366,"HAGENSIS","7 Haga","Saxifraga","tridactyloides",NA,"Rusticus"
"366",367,"HAGENSIS","7 Haga","Ophioglossum","vulgatum",NA,"Rusticus"
"367",369,"DANENSIS","1 Pratum Regium","Veronica","Anagallis",NA,"Pratum"
"368",370,"DANENSIS","1 Pratum Regium","Valeriana","officinalis",NA,"Pratum"
"369",371,"DANENSIS","1 Pratum Regium","Scirpus","cespitosus",NA,"Pratum"
"370",372,"DANENSIS","1 Pratum Regium","Scirpus","acicularis",NA,"Pratum"
"371",373,"DANENSIS","1 Pratum Regium","Agrostis","rubra",NA,"Pratum"
"372",374,"DANENSIS","1 Pratum Regium","Agrostis","stolonifera",NA,"Pratum"
"373",375,"DANENSIS","1 Pratum Regium","Poa","annua",NA,"Pratum"
"374",376,"DANENSIS","1 Pratum Regium","Poa","angustifolia",NA,"Pratum"
"375",377,"DANENSIS","1 Pratum Regium","Glaux","maritima",NA,"Pratum"
"376",378,"DANENSIS","1 Pratum Regium","Festuca","rubra",NA,"Pratum"
"377",379,"DANENSIS","1 Pratum Regium","Parnassia","palustris",NA,"Pratum"
"378",380,"DANENSIS","1 Pratum Regium","Fritillaria","Meleagris",NA,"Pratum"
"379",381,"DANENSIS","1 Pratum Regium","Primula","farinosa",NA,"Pratum"
"380",382,"DANENSIS","1 Pratum Regium","Juncus","bulbosus",NA,"Pratum"
"381",383,"DANENSIS","1 Pratum Regium","Juncus","bufonius",NA,"Pratum"
"382",384,"DANENSIS","1 Pratum Regium","Rumex","acutus",NA,"Pratum"
"383",385,"DANENSIS","1 Pratum Regium","Triglochin","palustre",NA,"Pratum"
"384",386,"DANENSIS","1 Pratum Regium","Triglochin","maritimum",NA,"Pratum"
"385",387,"DANENSIS","1 Pratum Regium","Stellaria","graminea",NA,"Pratum"
"386",388,"DANENSIS","1 Pratum Regium","Lychnis","Flos cuculi",NA,"Pratum"
"387",389,"DANENSIS","1 Pratum Regium","Erysimum","Barbaraea",NA,"Pratum"
"388",390,"DANENSIS","1 Pratum Regium","Carex","capillaris",NA,"Pratum"
"389",391,"DANENSIS","1 Pratum Regium","Equisetum","arvense",NA,"Pratum"
"390",392,"DANENSIS","2 Ripae","Festuca","fluitans",NA,"Fluvius"
"391",393,"DANENSIS","2 Ripae","Iris","pseudAcorus",NA,"Fluvius"
"392",394,"DANENSIS","2 Ripae","Phellandrium","aquaticum",NA,"Fluvius"
"393",395,"DANENSIS","2 Ripae","Sium","latifolium",NA,"Fluvius"
"394",396,"DANENSIS","2 Ripae","Lysimachia","vulgaris",NA,"Fluvius"
"395",397,"DANENSIS","2 Ripae","Lythrum","Salicaria",NA,"Fluvius"
"396",398,"DANENSIS","2 Ripae","Equisetum","fluviatile",NA,"Fluvius"
"397",399,"DANENSIS","2 Ripae","Equisetum","palustre",NA,"Fluvius"
"398",400,"DANENSIS","3 Fluvius","Scirpus","lacustris",NA,"Fluvius"
"399",401,"DANENSIS","3 Fluvius","Potamogeton","perfoliatum",NA,"Fluvius"
"400",402,"DANENSIS","3 Fluvius","Potamogeton","pusillum",NA,"Fluvius"
"401",403,"DANENSIS","3 Fluvius","Nymphaea","lutea",NA,"Fluvius"
"402",404,"DANENSIS","3 Fluvius","Butomus","umbellatus",NA,"Fluvius"
"403",405,"DANENSIS","3 Fluvius","Sagittaria","sagittifolia",NA,"Fluvius"
"404",406,"DANENSIS","3 Fluvius","Sperganium","erectum",NA,"Fluvius"
"405",407,"DANENSIS","3 Fluvius","Conferva","reticulata",NA,"Fluvius"
"406",408,"DANENSIS","3 Fluvius","Spongia","fluviatilis",NA,"Fluvius"
"407",409,"DANENSIS","4 Templo Danemarkensi","Avena","fatua",NA,"Rusticus"
"408",410,"DANENSIS","4 Templo Danemarkensi","Aegopodium","Podagria",NA,"Rusticus"
"409",411,"DANENSIS","4 Templo Danemarkensi","Daucus","Carota",NA,"Rusticus"
"410",412,"DANENSIS","5 Lucus Nantunensis","Cistus","Helianthemum",NA,"Rusticus"
"411",413,"DANENSIS","5 Lucus Nantunensis","Melampyrum","nemorosum",NA,"Rusticus"
"412",414,"DANENSIS","5 Lucus Nantunensis","Melampyrum","sylvaticum",NA,"Rusticus"
"413",415,"DANENSIS","5 Lucus Nantunensis","Anthyllis","Vulneraria",NA,"Rusticus"
"414",416,"DANENSIS","5 Lucus Nantunensis","Carex","hirta",NA,"Rusticus"
"415",417,"DANENSIS","5 Lucus Nantunensis","Carex","muricata",NA,"Rusticus"
"416",418,"ANTIQUAE UPSALIENSIS","1 SEPTA","Chenopodium","polyspermum",NA,"Urbis"
"417",419,"ANTIQUAE UPSALIENSIS","1 SEPTA","Ethusa","Cynapium",NA,"Urbis"
"418",420,"ANTIQUAE UPSALIENSIS","1 SEPTA","Euphorbia","helioscopia",NA,"Urbis"
"419",421,"ANTIQUAE UPSALIENSIS","1 SEPTA","Euphorbia","Peplis",NA,"Urbis"
"420",422,"ANTIQUAE UPSALIENSIS","1 SEPTA","Ranunculus","repens",NA,"Urbis"
"421",423,"ANTIQUAE UPSALIENSIS","1 SEPTA","Erysimum","Irio",NA,"Urbis"
"422",424,"ANTIQUAE UPSALIENSIS","1 SEPTA","Lamium","purpureum",NA,"Urbis"
"423",425,"ANTIQUAE UPSALIENSIS","1 SEPTA","Bidens","tripartitus",NA,"Urbis"
"424",426,"ANTIQUAE UPSALIENSIS","1 SEPTA","Sonchus","oleraceus laevisasper",NA,"Urbis"
"425",427,"ANTIQUAE UPSALIENSIS","2 Pratumbarbyense","Serratula","tinctoria",NA,"Pratum"
"426",428,"ANTIQUAE UPSALIENSIS","2 Pratumbarbyense","Epilobium","palustre",NA,"Pratum"
"427",429,"ANTIQUAE UPSALIENSIS","3 Rupes","Bryum","pulvinatum",NA,"Rupes"
"428",430,"ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","olivaceus",NA,"Rupes"
"429",431,"ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","fragilis",NA,"Rupes"
"430",432,"ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","sangvinarius",NA,"Rupes"
"431",433,"ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","stygius",NA,"Rupes"
"432",434,"ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","lanatus",NA,"Rupes"
"433",435,"ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","atro-virens",NA,"Rupes"
"434",436,"ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","falumensis",NA,"Rupes"
"435",437,"ANTIQUAE UPSALIENSIS","4 Tumuli Upsaliensis","Anemone","vernalis",NA,"Rusticus"
"436",438,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Veronica","scutellata",NA,"Rusticus"
"437",439,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Utricularia","vulgaris",NA,"Rusticus"
"438",440,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Utricularia","minor",NA,"Rusticus"
"439",441,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Eriophorum","alpinum",NA,"Rusticus"
"440",442,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Cicuta","virosa",NA,"Rusticus"
"441",443,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Selinum","palustre",NA,"Rusticus"
"442",444,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Drosera","longifolia",NA,"Rusticus"
"443",445,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Convallaria","bifolia",NA,"Rusticus"
"444",446,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Juncus","effusus",NA,"Rusticus"
"445",447,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Scheuchzeria","palustris",NA,"Rusticus"
"446",448,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Pedicularis","SceptCarolin",NA,"Rusticus"
"447",449,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Carex","limosa",NA,"Rusticus"
"448",450,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Carex","panicea",NA,"Rusticus"
"449",451,"ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Carduus","palustris",NA,"Rusticus"
"450",452,"WAXALENSIS","1 Via Upsaliensis","Solanum","Dulcamara",NA,"Urbis"
"451",453,"WAXALENSIS","1 Via Upsaliensis","Polygonium","Hydropiper",NA,"Urbis"
"452",454,"WAXALENSIS","1 Via Upsaliensis","Erysimum","officinale",NA,"Urbis"
"453",455,"WAXALENSIS","1 Via Upsaliensis","Lepidium","ruderale",NA,"Urbis"
"454",456,"WAXALENSIS","1 Via Upsaliensis","Antirrhinum","Linaria",NA,"Urbis"
"455",457,"WAXALENSIS","1 Via Upsaliensis","Carduus","lanceolatus",NA,"Urbis"
"456",458,"WAXALENSIS","2 Agri Waxalenses","Bromus","hordeaceus",NA,"Agros"
"457",459,"WAXALENSIS","2 Agri Waxalenses","Athamanta","Libanotis",NA,"Agros"
"458",460,"WAXALENSIS","2 Agri Waxalenses","Silene","nutans",NA,"Agros"
"459",461,"WAXALENSIS","2 Agri Waxalenses","Tillea","aquatica",NA,"Agros"
"460",462,"WAXALENSIS","2 Agri Waxalenses","Erysimum","Alliaria",NA,"Agros"
"461",463,"WAXALENSIS","2 Agri Waxalenses","Hieracium","dibium",NA,"Agros"
"462",464,"WAXALENSIS","2 Agri Waxalenses","Hieracium","Auricula",NA,"Agros"
"463",465,"WAXALENSIS","2 Agri Waxalenses","Medicago","falcata",NA,"Agros"
"464",466,"WAXALENSIS","2 Agri Waxalenses","Medicago","lupulina",NA,"Agros"
"465",467,"WAXALENSIS","2 Agri Waxalenses","Trifolium","montanum",NA,"Agros"
"466",468,"WAXALENSIS","2 Agri Waxalenses","Trifolium","arvense",NA,"Agros"
"467",469,"WAXALENSIS","2 Agri Waxalenses","Onopordum","Acanthium",NA,"Agros"
"468",470,"WAXALENSIS","2 Agri Waxalenses","Centaurea","Scabiosa",NA,"Agros"
"469",471,"WAXALENSIS","3 Prata Ekensia & Fallensia","Scabiosam","Succisam",NA,"Pratum"
"470",472,"WAXALENSIS","3 Prata Ekensia & Fallensia","Hypnum","alopecurum",NA,"Pratum"
"471",473,"WAXALENSIS","4 Falla","Scabiosam","arvensem",NA,"Rusticus"
"472",474,"WAXALENSIS","5 T<f3>rnby","Buphtalmo","tinctorio",NA,"Rusticus"
"473",476,"HUSBYENSIS","1 Luthagen","Ranunculus","sceleratus",NA,"Rusticus"
"474",477,"HUSBYENSIS","1 Luthagen","Lathyrus","palustris",NA,"Rusticus"
"475",478,"HUSBYENSIS","1 Luthagen","Vicia","sativa",NA,"Rusticus"
"476",479,"HUSBYENSIS","1 Luthagen","Myosotis","palustris",NA,"Rusticus"
"477",480,"HUSBYENSIS","1 Luthagen","Mentha","arvensis",NA,"Rusticus"
"478",481,"HUSBYENSIS","1 Luthagen","Vicia","sepium",NA,"Rusticus"
"479",482,"HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Lycopus","europaeus",NA,"Fluvius"
"480",483,"HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Limosella","aquatica",NA,"Fluvius"
"481",484,"HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Jungermannia","pusilla",NA,"Fluvius"
"482",485,"HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Fascum","acaulon",NA,"Fluvius"
"483",486,"HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Ranunculus","reptans",NA,"Fluvius"
"484",487,"HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Elatine","Hydropiper",NA,"Fluvius"
"485",488,"HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Riccia","crystallina",NA,"Fluvius"
"486",489,"HUSBYENSIS","3 Pratum Saltpetter<e1>ngen","Pedicularis","sylivatica",NA,"Pratum"
"487",490,"HUSBYENSIS","3 Pratum Saltpetter<e1>ngen","Orchis","latifolia",NA,"Pratum"
"488",491,"HUSBYENSIS","3 Pratum Saltpetter<e1>ngen","Montia","fontana",NA,"Pratum"
"489",492,"HUSBYENSIS","4 Prata","Tanactum","vulgare",NA,"Pratum"
"490",493,"HUSBYENSIS","4 Prata","Comarum","palustre",NA,"Pratum"
"491",494,"HUSBYENSIS","5 Nemus Regium","Linnaeum","horcalem",NA,"Silva"
"492",495,"HUSBYENSIS","5 Nemus Regium","Monotropam","Hypopithyn",NA,"Silva"
"493",497,"HUSBYENSIS","7 Templi Borfensis","Ophrys","Monorchis",NA,"Rusticus"
"494",498,"HUSBYENSIS","8 Praedium Kiattinge","Silenem","rupestrem",NA,"Pratum"
"495",499,"HUSBYENSIS","9 Pratum Nyflense","Aster","salicinus",NA,"Pratum"
"496",500,"HUSBYENSIS","10 Praedium Husby","Sedum","album",NA,"Pratum"
"497",501,"HUSBYENSIS","10 Praedium Husby","Sedum","sexangulare",NA,"Pratum"
"498",502,"HUSBYENSIS","10 Praedium Husby","Sedum","annuum",NA,"Pratum"
"499",503,"HUSBYENSIS","10 Praedium Husby","Linum","catharticum",NA,"Pratum"
"500",504,"HUSBYENSIS","10 Praedium Husby","Dianthus","deltoides",NA,"Pratum"
"501",505,"HUSBYENSIS","10 Praedium Husby","Erigeron","acre",NA,"Pratum"
"502",506,"HUSBYENSIS","10 Praedium Husby","Angelica","sylvestris",NA,"Pratum"
"503",507,"HUSBYENSIS","10 Praedium Husby","Polygala","vulgaris",NA,"Pratum"
"504",508,"JUMKILENSIS","1 Sylva Deserta","Arundo","calamogrostis",NA,"Silva"
"505",509,"JUMKILENSIS","1 Sylva Deserta","Scirpus","sylvaticus",NA,"Silva"
"506",510,"JUMKILENSIS","1 Sylva Deserta","Campanula","Cervicaria",NA,"Silva"
"507",511,"JUMKILENSIS","1 Sylva Deserta","Calla","palustris",NA,"Silva"
"508",512,"JUMKILENSIS","1 Sylva Deserta","Carduus","heterophyllus",NA,"Silva"
"509",513,"JUMKILENSIS","1 Sylva Deserta","Hieracium","paludosum",NA,"Silva"
"510",514,"JUMKILENSIS","1 Sylva Deserta","Gnaphalium","sylvaticum",NA,"Silva"
"511",515,"JUMKILENSIS","1 Sylva Deserta","Ranunculus","Lingva",NA,"Silva"
"512",516,"JUMKILENSIS","1 Sylva Deserta","Ranunculus","polyanthemus",NA,"Silva"
"513",517,"JUMKILENSIS","1 Sylva Deserta","Rubus","caesius",NA,"Silva"
"514",518,"JUMKILENSIS","1 Sylva Deserta","Equisetum","limosum",NA,"Silva"
"515",519,"JUMKILENSIS","1 Sylva Deserta","Equisetum","sylvaticum",NA,"Silva"
"516",520,"JUMKILENSIS","1 Sylva Deserta","Lycopodium","annotinum",NA,"Silva"
"517",521,"JUMKILENSIS","2 Palus Jumkilensis","Schoenus","albus",NA,"Palus"
"518",522,"JUMKILENSIS","2 Palus Jumkilensis","Hypnum","scorpioides",NA,"Palus"
"519",523,"JUMKILENSIS","2 Palus Jumkilensis","Splachnum","ampullaceum",NA,"Palus"
"520",524,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Myosotis","Lappula",NA,"Urbis"
"521",525,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Chenopodium","urbicum",NA,"Urbis"
"522",526,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Chenopodium","Bonus henricus",NA,"Urbis"
"523",527,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Hyoscyamus","niger",NA,"Urbis"
"524",528,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Cynoglossum","officinale",NA,"Urbis"
"525",529,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Geranium","cicutarium",NA,"Urbis"
"526",530,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Malva","rotundifolia",NA,"Urbis"
"527",531,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Antirrhinum","minus",NA,"Urbis"
"528",532,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Leonurus","Cardiaca",NA,"Urbis"
"529",533,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Marubium","vulgare",NA,"Urbis"
"530",534,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Artemisia","Absinthium",NA,"Urbis"
"531",535,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Senecio","vulgaris",NA,"Urbis"
"532",536,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Anthemis","Cotula",NA,"Urbis"
"533",537,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Urtica","urens",NA,"Urbis"
"534",538,"JUMKILENSIS","3 Plateae Urbis Upsaliensis","Urtica","dioica",NA,"Urbis"
